locid,llpn,lat,lon,alt,llsource,ll_fmt,ll_datum,ll_uncert,llref,lldate,lluid
21708,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21710,1,43.0666676,141.3500061,NULL,0,0,0,0,1,20140605,1
21714,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
21762,1,37.538084,126.9690636,NULL,0,0,0,0,1,20140605,1
21766,1,36,139,NULL,0,0,0,0,1,20140605,1
21769,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
21779,1,34.38333333,126.2,NULL,0,0,0,0,1,20140605,1
21782,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21783,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21784,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21785,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21786,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
21787,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21788,1,48.9,125.666666,NULL,0,0,0,0,1,20140605,1
21789,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
21800,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21801,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21802,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21803,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
21804,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21805,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21808,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21809,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21810,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21811,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21812,1,37.5667,127,NULL,0,0,0,0,1,20140605,1
21849,1,36.4043199,127.1666679,NULL,0,0,0,0,1,20140605,1
21851,1,37,137.5,NULL,0,0,0,0,1,20140605,1
21854,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21855,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21856,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
21857,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
21858,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21859,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
21860,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
21861,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
21862,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21863,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21864,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21871,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
21907,1,43.5,124.8,NULL,0,0,0,0,1,20140605,1
21908,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
21909,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21910,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
21912,1,43.466666,126.5,NULL,0,0,0,0,1,20140605,1
21919,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21920,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
21921,1,43.0666676,141.3500061,NULL,0,0,0,0,1,20140605,1
21925,1,34.666666,135.1416703,NULL,0,0,0,0,1,20140605,1
21926,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22002,1,37.666666,126.4169337,NULL,0,0,0,0,1,20140605,1
22006,1,36.833334,127.1499977,NULL,0,0,0,0,1,20140605,1
22009,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22010,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22011,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22012,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22013,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22014,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22015,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22018,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22019,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22020,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22025,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22026,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22027,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22053,1,37.5667,127,NULL,0,0,0,0,1,20140605,1
22059,1,27.3,91.23333333,1300,0,0,0,0,1,20140605,1
22066,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22067,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22068,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22069,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22070,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22071,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22072,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22073,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22074,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22075,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22076,1,46.7455293,130.6886596,NULL,0,0,0,0,1,20140605,1
22077,1,43.0666676,141.3500061,NULL,0,0,0,0,1,20140605,1
22078,1,22.4000006,79.5333366,NULL,0,0,0,0,1,20140605,1
22079,1,37.538084,126.9690636,NULL,0,0,0,0,1,20140605,1
22125,1,35.0283356,126.7175026,NULL,0,0,0,0,1,20140605,1
22126,1,37.666666,126.4169337,NULL,0,0,0,0,1,20140605,1
22127,1,36.9165401,126.6666679,NULL,0,0,0,0,1,20140605,1
22133,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22134,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22137,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22138,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22139,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22140,1,46.383333,127.866666,NULL,0,0,0,0,1,20140605,1
22141,1,43.3208332,129.758049,NULL,0,0,0,0,1,20140605,1
22142,1,32.4586124,114.0486107,NULL,0,0,0,0,1,20140605,1
22149,1,33.9500008,130.9499969,NULL,0,0,0,0,1,20140605,1
22177,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22182,1,34.7997085,126.6953659,NULL,0,0,0,0,1,20140605,1
22183,1,37,137.5,NULL,0,0,0,0,1,20140605,1
22194,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22195,1,36.2347202,128.5727692,NULL,0,0,0,0,1,20140605,1
22196,1,37.4371593,127.1385166,NULL,0,0,0,0,1,20140605,1
22197,1,37,137.5,NULL,0,0,0,0,1,20140605,1
22206,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22207,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22208,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22209,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22210,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22211,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22212,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22213,1,22.1081,111.6991,3,0,0,0,0,1,20140605,1
22214,1,43,126,NULL,0,0,0,0,1,20140605,1
22215,1,48,128,NULL,0,0,0,0,1,20140605,1
22216,1,36.4450016,102.5380592,NULL,0,0,0,0,1,20140605,1
22262,1,41.775835,140.7366638,NULL,0,0,0,0,1,20140605,1
22264,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
22268,1,36.583334,126.6666679,NULL,0,0,0,0,1,20140605,1
22269,1,43.0666676,141.3500061,NULL,0,0,0,0,1,20140605,1
22275,1,37.4897194,127.4902763,NULL,0,0,0,0,1,20140605,1
22281,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22283,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22284,1,43.85,126.55,NULL,0,0,0,0,1,20140605,1
22328,1,43.5072231,124.8122215,NULL,0,0,0,0,1,20140605,1
22333,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22335,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22336,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22338,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22339,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22341,1,44.783333,126.383333,NULL,0,0,0,0,1,20140605,1
22350,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
22354,1,33.9500008,130.9499969,NULL,0,0,0,0,1,20140605,1
22388,1,34.9511108,127.4883308,NULL,0,0,0,0,1,20140605,1
22389,1,35.9716699,126.7170544,NULL,0,0,0,0,1,20140605,1
22395,1,22.5333338,106.5166413,NULL,0,0,0,0,1,20140605,1
22402,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22403,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22404,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22405,1,44.9833374,126.0166664,NULL,0,0,0,0,1,20140605,1
22406,1,44.9833374,126.0166664,NULL,0,0,0,0,1,20140605,1
22407,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22408,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22409,1,46.5283356,133.0055695,NULL,0,0,0,0,1,20140605,1
22410,1,43.466114,126.1711082,NULL,0,0,0,0,1,20140605,1
22411,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
22412,1,48,128,NULL,0,0,0,0,1,20140605,1
22424,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22425,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22463,1,36.409996,129.3634822,NULL,0,0,0,0,1,20140605,1
22467,1,34.8430576,127.3433342,NULL,0,0,0,0,1,20140605,1
22468,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22469,1,34.83333333,127.88333333,NULL,0,0,0,0,1,20140605,1
22472,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22473,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22474,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22475,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22476,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22484,1,30.583333,114.2666664,NULL,0,0,0,0,1,20140605,1
22485,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22486,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22533,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
22536,1,36.9999962,126.9999924,NULL,0,0,0,0,1,20140605,1
22541,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22543,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22544,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22545,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22550,1,28.8467558,116.1614571,NULL,0,0,0,0,1,20140605,1
22552,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22558,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
22595,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22602,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22606,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22607,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22608,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22609,1,44.216666,126.083333,NULL,0,0,0,0,1,20140605,1
22611,1,44.1744442,128.9858322,NULL,0,0,0,0,1,20140605,1
22613,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22614,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22617,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
22618,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
22648,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22651,1,43.0666676,141.3500061,NULL,0,0,0,0,1,20140605,1
22679,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22680,1,29.38,79.45,1860,0,0,0,0,1,20140605,1
22683,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22684,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22685,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22686,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22687,1,44.9833374,126.0166664,NULL,0,0,0,0,1,20140605,1
22688,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22689,1,48,128,NULL,0,0,0,0,1,20140605,1
22690,1,42.966666,126.116666,NULL,0,0,0,0,1,20140605,1
22742,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22747,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22752,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22753,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22754,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22755,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22756,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22757,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22758,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22759,1,42.720833,125.128888,NULL,0,0,0,0,1,20140605,1
22760,1,44.88,125.9,NULL,0,0,0,0,1,20140605,1
22761,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22768,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
22773,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22801,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22811,1,36.9999962,127.3333321,NULL,0,0,0,0,1,20140605,1
22820,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22821,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22823,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22824,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22825,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22826,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22827,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22828,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22829,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22830,1,44.3999977,131.1666718,NULL,0,0,0,0,1,20140605,1
22836,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22838,1,37.5297518,127,NULL,0,0,0,0,1,20140605,1
22841,1,33.9500008,130.9499969,NULL,0,0,0,0,1,20140605,1
22842,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22843,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
22876,1,34.5741673,126.5974998,NULL,0,0,0,0,1,20140605,1
22877,1,27.26666667,91.36666667,1400,0,0,0,0,1,20140605,1
22880,1,36.9999962,128.4166718,NULL,0,0,0,0,1,20140605,1
22882,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22883,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22884,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22885,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22886,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22888,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22889,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22890,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22891,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
22892,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22893,1,48.2975006,124.3358345,NULL,0,0,0,0,1,20140605,1
22894,1,47.4,130.366666,NULL,0,0,0,0,1,20140605,1
22895,1,24.9000006,114.7833366,NULL,0,0,0,0,1,20140605,1
22896,1,43,126,NULL,0,0,0,0,1,20140605,1
22897,1,46.8333,124.417,NULL,0,0,0,0,1,20140605,1
22898,1,43,126,NULL,0,0,0,0,1,20140605,1
22899,1,44.116666,125.733333,NULL,0,0,0,0,1,20140605,1
22903,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22939,1,37.8666668,127.7499924,NULL,0,0,0,0,1,20140605,1
22948,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22950,1,34.9354819,137.2357177,NULL,0,0,0,0,1,20140605,1
22951,1,37.494761,139.92981,NULL,0,0,0,0,1,20140605,1
22952,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22953,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22954,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22958,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
22959,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
22960,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22961,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22968,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
22969,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22970,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
22972,1,43.0666676,141.3500061,NULL,0,0,0,0,1,20140605,1
23017,1,35.9849603,127.6569822,NULL,0,0,0,0,1,20140605,1
23020,1,27.61666667,91.51666667,1750,0,0,0,0,1,20140605,1
23024,1,22.6847198,104.141388,NULL,0,0,0,0,1,20140605,1
23025,1,37.166666,128.4999924,NULL,0,0,0,0,1,20140605,1
23027,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23031,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23032,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23033,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23034,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23035,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23036,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23037,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23038,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23039,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23040,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23041,1,48,128,NULL,0,0,0,0,1,20140605,1
23042,1,45.6833,125.317,NULL,0,0,0,0,1,20140605,1
23047,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23050,1,37.4536095,126.7316704,NULL,0,0,0,0,1,20140605,1
23077,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23078,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23079,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23080,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23118,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23119,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23120,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
23124,1,33.9500008,130.9499969,NULL,0,0,0,0,1,20140605,1
23125,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23126,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23152,1,27.68333333,91.18333333,1350,0,0,0,0,1,20140605,1
23153,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23159,1,27.68333333,91.18333333,1350,0,0,0,0,1,20140605,1
23160,1,48.6,132.3,NULL,0,0,0,0,1,20140605,1
23162,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23164,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23166,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23168,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23169,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23170,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23171,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23172,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23175,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23176,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23180,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23181,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23208,1,36.583334,128.7499924,NULL,0,0,0,0,1,20140605,1
23209,1,34.83333333,127.88333333,NULL,0,0,0,0,1,20140605,1
23210,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23211,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23212,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23213,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23214,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23215,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23216,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23217,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23218,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23219,1,47.7333374,125.6666679,NULL,0,0,0,0,1,20140605,1
23220,1,46.8299575,130.3466892,NULL,0,0,0,0,1,20140605,1
23221,1,43.083333,127.6,NULL,0,0,0,0,1,20140605,1
23226,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23229,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23231,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23267,1,35.166666,126.9166679,NULL,0,0,0,0,1,20140605,1
23268,1,34.320324,126.716212,NULL,0,0,0,0,1,20140605,1
23271,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23272,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23273,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23274,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23275,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
23276,1,42.9,129.15,NULL,0,0,0,0,1,20140605,1
23277,1,42.5411091,118.7841682,NULL,0,0,0,0,1,20140605,1
23284,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23285,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23326,1,39.4500008,140.4833374,NULL,0,0,0,0,1,20140605,1
23331,1,22.3973334,120.6202467,NULL,0,0,0,0,1,20140605,1
23333,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23334,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23336,1,44.9833374,126.0166664,NULL,0,0,0,0,1,20140605,1
23337,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23338,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23339,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23340,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23341,1,43.6332588,126.5000041,NULL,0,0,0,0,1,20140605,1
23347,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23352,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23378,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23384,1,28.2333345,83.9833336,730,0,0,0,0,1,20140605,1
23388,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23389,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23390,1,45.75,126.65,NULL,0,0,0,0,1,20140605,1
23391,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23392,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23393,1,45.933333,128.066666,NULL,0,0,0,0,1,20140605,1
23402,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23403,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23407,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23411,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23412,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23446,1,20.4022373,105.5013656,NULL,0,0,0,0,1,20140605,1
23447,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23448,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23449,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23450,1,45.75,126.65,NULL,0,0,0,0,1,20140605,1
23451,1,45.75,126.65,NULL,0,0,0,0,1,20140605,1
23452,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23453,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23454,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23455,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23456,1,43,126,NULL,0,0,0,0,1,20140605,1
23457,1,42.640555,128.287777,NULL,0,0,0,0,1,20140605,1
23462,1,28.8467558,116.1614571,NULL,0,0,0,0,1,20140605,1
23463,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23464,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23465,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23470,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23472,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23473,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23474,1,45.75,126.65,NULL,0,0,0,0,1,20140605,1
23475,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23476,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23477,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23478,1,47.3408356,123.9672203,NULL,0,0,0,0,1,20140605,1
23479,1,45.4500008,128.3166656,NULL,0,0,0,0,1,20140605,1
23484,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23520,1,21.5941553,78.98481,NULL,0,0,0,0,1,20140605,1
23521,1,36.916666,128.9166718,NULL,0,0,0,0,1,20140605,1
23522,1,48.6,132.3,NULL,0,0,0,0,1,20140605,1
23526,1,27.5,90.5,2250,0,0,0,0,1,20140605,1
23530,1,22.0735409,79.6567991,NULL,0,0,0,0,1,20140605,1
23531,1,43.5072231,124.8122215,NULL,0,0,0,0,1,20140605,1
23533,1,37.4999962,128.0833282,NULL,0,0,0,0,1,20140605,1
23534,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
